"Sklenitve zakonskih zvez po starostnih skupinah ženina in neveste po:"
"MERITVE, STATISTIÈNA REGIJA, LETO , STAROST"

" ";" ";"2003";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2004";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2005";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2006";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2012";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2013";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2014";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2015";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2016";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
" ";" ";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let"
"Nevesta"
" ";"SLOVENIJA";0;194;1695;2725;1176;401;218;141;106;52;48;0;180;1477;2712;1196;428;205;129;104;61;66;0;138;1123;2527;1091;382;183;132;91;45;57;0;184;1184;2700;1292;430;217;131;104;69;57;0;117;1128;2659;1399;453;243;160;95;64;55;0;137;1132;2789;1554;490;240;161;104;53;43;0;148;1180;2648;1429;528;241;155;93;60;60;0;145;1052;2507;1567;595;245;164;127;60;66;0;91;1071;2437;1661;659;306;186;120;71;69;0;112;1077;2528;1695;779;343;222;145;81;75;0;107;890;2248;1541;715;302;172;119;74;86;0;99;900;2351;1601;773;363;190;142;81;71;0;93;802;2223;1585;863;412;210;112;77;72;0;86;782;2202;1682;873;467;248;154;75;98

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=9490 target=_blank) Metodološka pojasnila"

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=http://www.stat.si/StatWeb/glavnanavigacija/metode-in-klasifikac-"
"ije/klasifikacije TARGET=_blank) opis in pojasnila), raven NUTS 3. "
"Podatki o spremembah posameznih statistiènih regij so dostopni tudi "
"na (seznam HREF=http://www.stat.si/dokument/8484 TARGET=_blank) "
"povezavi."

