"Osnovni podatki o sklenitvah zakonskih zvez (absolutni podatki in"
"kazalniki) po: STATISTIÈNA REGIJA, MERITVE , LETO"

" ";"Sklenitve zakonskih zvez";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
" ";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016"
"Pomurska";535;525;499;502;464;472;416;451;372;347;289;320;311;311;301;300;306;352;332;336;384;370
"Podravska";1279;1121;1223;1172;1207;1103;1079;1117;969;1024;843;903;854;995;917;878;950;986;891;986;998;1051
"Koroška";300;238;225;245;250;219;216;214;216;172;174;238;233;208;203;243;218;253;219;229;238;222
"Savinjska";1053;913;911;920;946;895;829;789;765;742;644;715;708;741;715;757;739;859;754;773;756;789
"Zasavska";180;158;154;141;176;149;138;122;151;129;112;139;122;118;137;133;123;139;131;151;185;188
"Posavska";287;276;257;271;261;239;231;234;242;207;175;169;213;203;208;212;235;235;191;253;232;244
"Jugovzhodna Slovenija";572;518;568;554;441;582;464;475;431;440;438;432;435;511;482;482;468;502;439;438;430;444
"Osrednjeslovenska";2084;1954;1826;1858;2122;1874;1937;1925;1923;1841;1609;1832;1849;2016;2006;1903;1985;2025;1810;1839;1752;1824
"Gorenjska";858;759;754;796;842;738;700;724;720;721;556;654;691;660;675;669;736;744;665;698;655;684
"Primorsko-notranjska";193;185;214;201;204;161;177;176;202;172;167;184;172;179;173;186;177;176;144;159;144;181
"Goriška";496;469;480;453;425;403;400;400;379;393;405;408;425;379;386;408;374;415;337;356;350;301
"Obalno-kraška";408;439;389;415;378;366;348;437;386;370;357;374;360;382;339;357;360;371;341;353;325;369

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=9490 target=_blank) Metodološka pojasnila"

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=http://www.stat.si/StatWeb/glavnanavigacija/metode-in-klasifikac-"
"ije/klasifikacije TARGET=_blank) opis in pojasnila), raven NUTS 3. "
"Podatki o spremembah posameznih statistiènih regij so dostopni tudi "
"na (seznam HREF=http://www.stat.si/dokument/8484 TARGET=_blank) "
"povezavi."

