"Sklenitve zakonskih zvez po starostnih skupinah ženina in neveste po:"
"MERITVE, STATISTIÈNA REGIJA, LETO , STAROST"

" ";" ";"2003";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2004";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2005";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2006";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2007";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2008";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2009";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2010";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2011";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2012";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2013";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2014";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2015";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"2016";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
" ";" ";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let";"Pod 15 let";"15-19 let";"20-24 let";"25-29 let";"30-34 let";"35-39 let";"40-44 let";"45-49 let";"50-54 let";"55-59 let";"60 ali veè let"
"Ženin"
" ";"SLOVENIJA";0;36;839;2503;1733;752;331;200;150;81;131;0;37;692;2402;1774;763;336;191;146;78;139;0;22;521;2067;1656;659;300;177;143;83;141;0;39;621;2199;1805;745;383;202;139;107;128;0;27;484;2208;1926;752;383;211;159;101;122;0;25;530;2226;2057;863;419;212;136;106;129;0;45;594;2164;1948;807;398;204;138;106;138;0;29;550;1895;2035;971;417;220;174;95;142;0;26;521;1880;2087;1017;448;259;163;105;165;0;22;522;1979;2154;1072;516;282;196;129;185;0;25;447;1748;1844;1027;452;265;166;102;178;0;23;417;1898;1866;1090;549;256;187;124;161;0;21;433;1733;1787;1189;559;272;174;108;173;0;29;412;1708;1851;1169;637;304;244;116;197

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam "
"HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-"
"e=9490 target=_blank) Metodološka pojasnila"

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=http://www.stat.si/StatWeb/glavnanavigacija/metode-in-klasifikac-"
"ije/klasifikacije TARGET=_blank) opis in pojasnila), raven NUTS 3. "
"Podatki o spremembah posameznih statistiènih regij so dostopni tudi "
"na (seznam HREF=http://www.stat.si/dokument/8484 TARGET=_blank) "
"povezavi."

